DATASET_YR	REPRJ_ID	INUN_ID	ACAD_YR	CURRENCY_CODE	SCHOL_NB_FED_D	SCHOL_NN_FED_D	SCHOL_NB_STATE_D	SCHOL_NN_STATE_D	SCHOL_NB_EXT_D	SCHOL_NN_EXT_D	SCHOL_NB_INST_D	SCHOL_NN_INST_D	UG_PT_N_N	UG_PT_AP_N	FRSH_FT_ND_N	UG_PT_ND_N	FRSH_FT_NB_GIFT_N	UG_FT_NB_GIFT_N	UG_PT_NB_GIFT_N	FRSH_FT_NB_SH_N	UG_PT_AVG_PKG_D	UG_FT_NB_SH_N	UG_PT_NB_SH_N	FRSH_FT_NN_GIFT_N	UG_FT_NN_GIFT_N	UG_PT_NN_GIFT_N	FRSH_FT_NN_SH_N	UG_FT_NN_SH_N	UG_PT_NN_SH_N	FRSH_FT_ND_MET_N	UG_FT_ND_MET_N	UG_PT_ND_MET_N	UG_PT_ND_MET_P	UG_FT_N_N	FRSH_FT_N	UG_FT_AP_N	INTL_NO	FRSH_FT_AP_N	UG_FT_ND_N	INTL_AVG_D	INTL_RECD_N	INTL_NB	UG_FT_AVG_PKG_D	FRSH_FT_AVG_PKG_D	UG_FT_ND_MET_P	FRSH_FT_ND_MET_P	FORM_DOM_FAFSA	FORM_DOM_CSS	FORM_DOM_STATE	FORM_DOM_INST	FORM_DOM_OTH	FORM_DOM_OTH_T	FORM_DOM_PARENT	FORM_DOM_BUS	FORM_INTL_INST	FORM_INTL_CSS	FORM_INTL_FA_AP	FORM_INTL_CERTIF_FIN	FORM_INTL_OTH	FORM_INTL_OTH_T	AP_DL	AP_DL_NO	AP_DL_MON	AP_DL_DAY	AP_DL_PRIORITY	AP_DL_PRIORITY_MON	AP_DL_PRIORITY_DAY	AP_NOTF_ROLL	AP_NOTF_ROLL_MON	AP_NOTF_ROLL_DAY	AP_NOTIF_DL	AP_NOTF_DL_MON	AP_NOTF_DL_DAY	AP_REPLY_DL_MON	AP_REPLY_DL_DAY	AP_REPLY_DL_WEEK	UG_CLASS_LOAN_P	UG_CLASS_AVG_DEBT_D	LOAN_PERKINS	LOAN_DIRECT_PLUS	LOAN_DIRECT_STAFFORD_SUB	LOAN_DIRECT_STAFFORD_UNSUB	LOAN_NURSING	LOAN_STATE	LOAN_INST	LOAN_OTH	LOAN_OTH_T	LOAN_DIRECT_CONSOL	JOBS_FWS	JOBS_FWS_N	JOBS_FWS_AVG_D	SCHOL_NB	SCHOL_NB_UNCF	SCHOL_NB_NURSING	JOBS_PT	JOBS_PT_N	SCHOL_NB_PELL	SCHOL_NB_SEOG	SCHOL_NN_ROTC	SCHOL_NB_STATE	SCHOL_NB_PRIVATE	SCHOL_NB_INST	SCHOL_NB_OTH	SCHOL_NB_OTH_T	SCHOL_NN	SCHOL_NN_ACAD	SCHOL_NN_ACAD_N	SCHOL_NN_ACAD_D	SCHOL_NN_ART	SCHOL_NN_ART_N	SCHOL_NN_ART_D	SCHOL_NN_ACHV	SCHOL_NN_ACHV_N	SCHOL_NN_ACHV_D	SCHOL_NN_OTH	SCHOL_NN_OTH_T	SCHOL_NN_CHAR	SCHOL_NN_CHAR_N	SCHOL_NN_CHAR_D	SCHOL_NN_ATHL	SCHOL_NN_ATHL_MEN_N	SCHOL_NN_ATHL_MEN_D	SCHOL_NN_ATHL_WMN_N	SCHOL_NN_ATHL_WMN_D	INTL_NN	SH_NB_STUD_LOAN_D	SH_NN_STUD_LOAN_D	SH_NB_FWS_D	SH_NB_STATE_D	SH_NN_STATE_D	SH_NB_TOT_D	SH_NN_TOT_D	SCHOL_NN_ATHL_TOT_N	SCHOL_NN_ATHL_TOT_D	SCHOL_NN_TOT_D	SCHOL_NB_TOT_D	METH_FM	METH_IM	METH_FM_IM	LOAN_FFEL_STAFFORD_SUB	LOAN_FFEL_STAFFORD_UNSUB	LOAN_FFEL_PLUS	LOAN_FFEL_CONSOL	EST_OFF_I	NB_PARENT_D	NN_PARENT_D	NB_WAIVER_D	NN_WAIVER_D	NB_ATHL_D	NN_ATHL_D	FRESH_FT_REC_AID_N	UG_FT_REC_AID_N	UG_PT_REC_AID	FRSH_FT_AVG_NB_GIFT_D	UG_FT_AVG_NB_GIFT_D	UG_PT_AVG_NB_GIFT_D	FRESH_FT_AVG_NB_SH_D	UG_FT_AVG_NB_SH_D	UG_PT_AVG_NB_SH_D	FRESH_FT_AVG_NB_LOAN_D	UG_FT_AVG_NB_LOAN_D	UG_PT_AVG_NB_LOAN_D	FRESH_FT_NN_NONEED_N	UG_FT_NN_NONEED_N	UG_PT_NN_NONEED_N	FRESH_FT_NN_NONEED_D	UG_FT_NN_NONEED_D	UG_PT_NN_NONEED_D	FRESH_FT_NN_ATHL_N	UG_FT_NN_ATHL_N	UG_PT_NN_ATHL_N	FRESH_FT_NN_ATHL_D	UG_FT_NN_ATHL_D	UG_PT_NN_ATHL_D	JOBS_PT_AVG_D	URL_ADDRESS_FA	BCD_T	UG_FT_ND_PLUS_P	UG_FT_NONEED_PLUS_P	EFC_0_MIN_PKG_D	EFC_5000_MIN_PKG_D	EFC_10000_MIN_PKG_D	EFC_MAX_REC_AID_D	METH_FM_IM_GAP_D	INTL_NB_FA_OTH	INTL_NB_FA_OTH_T	INTL_NB_JOBS_PT	INTL_NB_LOAN_INST	INTL_NB_LOAN_NON_INST	INTL_NB_SCHOL_ATHL	INTL_NB_SCHOL_INST	INTL_NB_WAIVER	INTL_NN_FA_OTH	INTL_NN_FA_OTH_T	INTL_NN_JOBS_PT	INTL_NN_LOAN_INST	INTL_NN_LOAN_NON_INST	INTL_NN_SCHOL_ATHL	INTL_NN_SCHOL_INST	INTL_NN_WAIVER	UG_CLASS_LOAN_FED_P	UG_CLASS_AVG_DEBT_FED_D	LOAN_PERKINS_AVG_D	SCHOL_NB_SEOG_AVG_D	LOAN_PERKINS_P	SCHOL_NB_SEOG_P	UG_FT_AVG_NB_GIFT_2YR_D	UG_FT_AVG_NB_GIFT_3YR_D	UG_FT_AVG_NB_GIFT_4YR_D	UG_FT_NN_NONEED_2YR_D	UG_FT_NN_NONEED_3YR_D	UG_FT_NN_NONEED_4YR_D	URL_ADDRESS_SCHOL	UG_CLASS_N	UG_CLASS_LOAN_N	UG_CLASS_LOAN_FED_N	UG_CLASS_LOAN_INST_N	UG_CLASS_LOAN_INST_P	UG_CLASS_AVG_DEBT_INST_D	UG_CLASS_LOAN_STATE_N	UG_CLASS_LOAN_STATE_P	UG_CLASS_AVG_DEBT_STATE_D	UG_CLASS_LOAN_PRIVATE_N	UG_CLASS_LOAN_PRIVATE_P	UG_CLASS_AVG_DEBT_PRIVATE_D
2018	13	8723	2008		1014246.00	16500.00	386433.00	1815.00	0.00	206038.00	3305256.00	717016.00			171		166	471		93		341		11	44					15	62			588	239	545		206	477	13388.00	735		11719.00	9422.00	60.08	48.84	X				X	Virginia Tuition Assistance Grant forms (VA residents only)						X			X		5	1	X	4	15	X	2	1				5	1	2.00	94.00	15444.00								X	alternative loans		X	164	1000.00	X			X	19	X	X		X	X	X					684	2752897.00		47	48350.00		165	257208.00				97	616297.00						X	1561300.00	1500833.00	95573.00	0.00	41200.00	1656873.00	1542033.00			941369.00	4705935.00	X								0.00	1313234.00	214401.00	281588	64949.00	46300.00	171	477		7820.00	8756.00		3365.00	4298.00		3022.00	3993.00		59	102		5874.00	6489.00								2168	http://www.svu.edu/student-financial-services.aspx		33.00	12.00								X		X	X	X				X		X	X	X								3839.00	3867.00	2654.00	8181.00	8891.00	6914.00													
2018	13	8724	2012																																												X			X															X	6	1				X	3	1			2.00				X	X	X	X						X	61	2030.00	X					X	X		X		X																																																																										http://www.sscc.edu/financialaid/index.shtml											X	X	X	X	X					X			X	X													http://www.sscc.edu/financialaid/scholarships.shtml												
2018	13	8727	2014																																												X																		X	6	1	X	4	1						2.00				X	X	X							X			X			X		X	X		X																																																																																									X								X																												
2018	13	8728	2007		15831636.00		1681940.00	1589077.00	0.00		3915579.00				1005		817	4421		801		4998		215	1002					40	85			6606	1136	6032	X	1078	5642				7444.00	6971.00	85.00	89.00	X			X															X	5	15	X	6	30						3.00	90.00	23000.00		X	X	X			X				X	900	1800.00	X			X	300	X	X		X	X	X	X	Leveraging Educational Assistance Program (LEAP), TOPS Grants, T.H. Harris Scholarships			1067	2486110.00																		29391234.00	2038848.00	559748.00	268286.00		30219268.00	2038848.00			1589077.00	21429155.00	X								1434540.00				569416.00		1005	5642		3436.00	3436.00		2681.00	3967.00		2681.00	3738.00		130			2980.00	3151.00								2500	http://www.subr.edu/financialaid/		90.00	10.00																																														
2018	13	8729	2013		9376715.00		481182.00		625000.00		875000.00				3475		1500			3000				0						3475					3501			3501		0.00	0	X		5465.00		100.00	X															X																		X	X	X							X	153	1000.00	X					X	X		X	X	X																								25632890.00		214213.00	0.00		25847103.00					11357897.00			X						31240.00				491266.00		3475												55			1000.00										http://suno.edu/financial-aid-2/		3.00	0.00								X			X	X				X			X	X	X			0.00	500.00	0.00	35.00																			
2018	13	8730	2017																																												X			X								X							X	4	1	X	7	15						2.00				X	X	X			X				X	31	6688.00	X					X	X		X	X	X																																																																										http://web.susla.edu/academics/Pages/FinancialAidOffice.aspx?panel=9											X			X	X																						http://web.susla.edu/academics/Pages/Scholarships.aspx?panel=8												
2018	13	8732	2017		12454115.00		88530.00	785753.00		1040702.00		21359577.00			926		488	2517		767		3052		424	1276					188	394			5712	1485	4132		1176	3599	8964.00	207		9187.00	8984.00	59.00	62.00	X			X					X							X						X	3	14							52.00	16824.00	X	X	X	X			X				X			X			X		X	X		X	X	X																							X	7960654.00	10029690.00	288538.00	70357.00		8319549.00	10029690.00			23186032.00	12542645.00	X									557420.00		1158251		299723.00	920	3577		4192.00	4397.00		2907.00	3672.00		2893.00	3659.00		457	1401		6060.00	6517.00									https://www.suu.edu/finaid/																									50.00	14341.00											https://www.suu.edu/finaid/scholarships.html	654	339	326	0	0.00	0.00	0	0.00	0.00	46	7.00	22347.00
2018	13	8733	2018		890974.00	0.00	144320.00	0.00	127485.00	28848.00	3504656.00	347199.00			76		76	307		76		307		76	307					0	0			365	84	307		76	307	10000.00	1	X	16000.00	17500.00	42.00	46.00	X															X			X	1	1	X	12	15				5	1		82.00	35728.00		X	X	X							X	99	1500.00	X			X	6	X	X		X	X	X						347199.00																	X	2636828.00	28848.00	102944.00	0.00	10000.00	2739772.00	38848.00			376047.00	4667435.00	X								692918.00	35255.00	24250.00	48500	0.00	0.00	76	307		17500.00	16000.00		4500.00	5500.00		3500.00	4500.00		8	34		14000.00	12000.00								1500	http://www.svc.edu/financialaid/index.html											X		X		X	X			X		X		X	X	82.00	28784.00		1500.00	0.00	20.00								34	28	28	0	0.00	0.00	0	0.00	0.00	12	35.00	42672.00
2018	13	8735																																													X			X					X						X		3	1				X	4	1						2.00													X	45	1500.00	X					X	X		X	X	X																																																																																																	X	X																									
2018	13	8737	2018																																												X																		X	5	31	X	6	1																X	alternative loans		X			X					X	X		X	X	X																																																																										http://www.southflorida.edu/student/services/financialaid/											X			X	X	X																					http://www.southflorida.edu/student/services/financialaid/scholarships.aspx												
2018	13	8738																																													X			X															X	6	6																		X				X			X					X	X		X		X																																																																																																																											
2018	13	8739																																													X																		X	6	1	X	6	15						4.00					X	X			X				X	36	2000.00	X					X	X		X	X	X																																																																																																																											
2018	13	8740	2017																																												X															X						X	3	20						4.00				X	X	X				X	private loans		X	108	2643.00	X			X	440	X	X		X	X	X	X	tuition fee waivers																																																																							3211	http://www.occc.edu/financialaid																	X	alternative loans																															
2018	13	8741																																													X																		X	6	10																						X	80	2000.00	X			X	22	X	X		X	X	X																																																																									2000																																																		
2018	13	8742																																													X			X												X						X	7	1																			X	74	1925.00	X			X	44	X	X		X	X	X																																																																									2350																																																		
2018	13	8743																																													X			X	X	federal income tax forms			X				X	FAFSA					X	6	1	X	6	15																X	private loans		X			X					X	X		X		X																																																																																																																											
2018	13	8745																																													X															X						X	2	15						2.00									X				X			X			X		X	X		X	X																																																																																																																												
2018	13	8747	2018		4745617.00	0.00	1244013.00	180000.00	0.00	716481.00	2986351.00	12990083.00			391		337	1244		259		1070		391	1475					97	273			1795	453	1608		433	1475	24593.00	34	X	19846.00	23107.00	71.00	81.00	X											X				X			X	2	1	X	12	15						2.00	71.00	29429.00		X	X	X	X	X		X	alternative loans		X	342	1880.00	X		X			X	X		X	X	X					1236	10041910.00		149	320730.00		110	211000.00				387	467750.00						X	4313704.00	5265433.00	642850.00	0.00	0.00	4956554.00	5265433.00			13886564.00	8975981.00			X						0.00	1042381.00	0.00	1054424	0.00	3143945.00	391	1475		6299.00	6299.00		3779.00	4255.00		3253.00	3391.00		52	237		10662.00	9933.00									https://www.sbuniv.edu/admissions/financial-aid/													X		X						X	X	X		70.00	27480.00											https://www.sbuniv.edu/admissions/financial-aid/scholarships.php	144	163	160	0	0.00	0.00	0	0.00	0.00	19	8.00	21064.00
2018	13	8750																																													X																		X	4	15				X	6	1																X	10	5000.00	X					X	X		X																																																																												http://www.swfc.edu/tuition/index.php																																																	
2018	13	8751	2001		1568265.00	0.00	724024.00	13516.00	406550.00	68618.00	0.00	466300.00			273		243	926		247		927		15	40					31	110			1431	625	1116		313	1002	3468.00	13		6728.00	6135.00	64.00	61.00	X			X	X	financial aid transcript (for transfers)			X						X		7	1	X	3	1									3.00	65.00	13938.00	X					X					X	178	3278.00	X			X	7	X	X		X	X	X					138	157960.00		210	164161.00		50	27173.00				248	365603.00						X	4716389.00	895769.00	583455.00	6230.00	0.00	5306074.00	895769.00			548434.00	2698839.00	X								0.00	829546.00	0.00	1420270	0.00	67751.00	273	1002		3630.00	3511.00		3208.00	3764.00		2421.00	3177.00		242	316											890	http://www.sagu.edu/financial-aid																																																	
2018	13	8752	2018		1689365.00	10290.00	1389917.00	1084620.00	266784.00	1275026.00	27179820.00	22434574.00			310		305	961		159		621		148	327					157	426			1969	512	1320		441	968	35836.00	68	X	38952.00	39190.00	90.00	94.00	X	X					X				X	X			X		3	1							X	4	15	5	1		48.00	27576.00	X	X	X	X							X			X			X		X	X		X	X	X																							X	3207686.00	4251233.00	640018.00	286210.00	602877.00	4133914.00	4854110.00			24804510.00	30525886.00			X						422021.00	1922769.00	335837.00	290107	0.00	0.00	309	967		31593.00	31751.00		4863.00	6626.00		1710.00	3303.00		177	859		23484.00	22626.00									http://www.rhodes.edu/finaid/											X		X		X	X			X		X		X	X	47.00	22572.00												406	195	192	0	0.00	0.00	0	0.00	0.00	26	6.00	40131.00
2018	13	8753	2017		1031598.00	33531.00	0.00	0.00	0.00	208754.00	511724.00	3665784.00			107		104	422		72		327		18	51					22	68			548	129	492		127	437				17230.00	16008.00	58.00	57.00	X			X								X				X						X	4	15				6	1	2.00				X	X	X							X			X					X	X		X	X	X																							X	1455738.00	1443973.00	28470.00	0.00	0.00	1484208.00	1443973.00			3908069.00	1543322.00	X								909612.00		181069.00		0.00	2373828.00	104	423		13788.00	14013.00		3206.00	4204.00		3164.00	4120.00		41	99		13776.00	13602.00									http://arizonachristian.edu/admissions/financial-aid/											X			X	X	X			X			X	X	X													http://arizonachristian.edu/admissions/financial-aid/scholarships/				0	0.00		0	0.00				
2018	13	8755	2017		528096.00		107608.00		14100.00		106088.00				56		56	65		56		65		56	65					35	42			144	65	79		56	65			X	12194.00	12194.00	48.00	48.00	X								X										X	6	1													X	X	X							X	56	1400.00	X			X	1	X	X		X		X					2	24388.00										9	39412.00						X	204526.00	138196.00	94557.00	919.00	0.00	300002.00	138196.00			184427.00	755892.00	X								44858.00	0.00	39412.00	0	223355.00	0.00	56	65		4238.00	4238.00		4700.00	4700.00		1858.00	1858.00		9	9		11974.00	11974.00								919															X	X							X	X															0											
2018	13	8756																																													X																		X	3	2	X	7	1											X	X			X				X			X			X		X	X		X	X	X																																																																																																																											
2018	13	8757	2017		1823579.00	678.00	350023.00	0.00	297827.00	617412.00	3901000.00	857238.00			152		152	395		127		340		17	36					23	62			507	182	433		169	398	13106.00	25	X	23291.00	23788.00	77.00	79.00	X								X			X				X			X	4	1	X	2	1						4.00	86.00	39231.00	X	X	X	X							X	145	1583.00	X			X	74	X	X		X	X	X					554	2444419.00		51	212249.00		65	272639.00				196	331272.00						X	4550482.00	682528.00	230123.00	32110.00	73529.00	4812715.00	756057.00			1475328.00	6372429.00	X								678122.00	1024887.00	79217.00	67637	1282844.00	291825.00	152	398		18524.00	17112.00		5293.00	6440.00		5063.00	5825.00		26	79		15052.00	9839.00								1435	http://www.sckans.edu/student-services/financial-aid/		29.00	2.00								X				X				X		X	X	X	X	86.00	38160.00	2703.00	916.00	44.00	21.00	6761.00	6734.00	5559.00	6380.00	3500.00	5406.00	http://www.sckans.edu/student-services/financial-aid/scholarshipsgrants/	64	55	55							4	6.00	14726.00
2018	13	8763																																													X											X				X						X	5	1						2.00				X	X	X							X	84	1075.00	X			X	42	X	X		X	X	X																																																																									1080																				X			X	X	X																									
2018	13	8764	2017																																												X															X						X	8	29						2.00													X	14	700.00	X			X	15	X	X		X			X	Bureau of Indian Affairs Grants, American Indian College Fund																																																																							800	http://www.sipi.edu/students/studsvcs/finaid/									X	As part of the admissions process all students required to be members of a federally recognized Indian Tribe by showing a CIB							X	As part of the admissions process all students required to be members of a federally recognized Indian Tribe by showing a CIB																															
2018	13	8766																																													X			X					X							X						X	4	1						4.00			X					X		X	alternative loans		X	125	1000.00	X			X	75	X	X		X	X	X																																																																									1000												X		X		X	X			X		X		X	X																									
2018	13	8767	2018		7371139.00	892530.00	4767712.00	468084.00	0.00	1396444.00	18101.00	1345382.00			727		723	2437		716		2440		410	880					116	419			3713	996	3173		926	2475			X	5333.00	5769.00	62.00	62.00	X			X					X						X		3	1				X	3	15							52.00	18520.00		X	X	X							X			X					X	X		X	X	X																							X	7044502.00	10720374.00	1995702.00	0.00	0.00	9040204.00	10720374.00			4102440.00	12156952.00			X						0.00	10833222.00	1557180.00	4560048	0.00	1731990.00	727	2473		3828.00	3557.00		2088.00	2343.00		1594.00	1990.00		156	420		1661.00	1540.00									http://www.swosu.edu/administration/sfs/index.asp																									51.00	18572.00											http://www.swosu.edu/administration/sfs/scholarships/index.asp	368	190	186							6	2.00	10729.00
2018	13	8768	2011																																												X																		X	3	1	X	6	1				6	29					X	X	X				X	private loans		X			X			X		X	X		X	X	X																																																																										http://www.socc.edu/financialaid/											X			X	X	X			X			X	X	X													http://www.socc.edu/foundation/pgs/scholarships/												
2018	13	8770	2018																																												X																		X	5	1	X	4	1										X	X	X							X			X					X	X		X	X	X																																																																										http://www.southwesterncc.edu/financial-aid															X								X														http://www.southwesterncc.edu/financial-aid/scholarships												
2018	13	8771	2004																																							X					X			X								X							X	4	1	X	4	15									X					X					X			X			X		X	X		X	X	X																							X												X																																							http://finaid.swau.edu/																																																	
2018	13	8772	2018		1938060.00	0.00	1689135.00	0.00	1320336.00	373496.00	21495322.00	9902356.00			254		248	870		220		743		247	858					58	205			1363	362	1016		324	880	19554.00	12		36217.00	35991.00	86.00	88.00	X											X							X	3	1	X	12	1				5	1	2.00	58.00	34788.00		X	X	X		X	X				X	227	2097.00	X			X	469	X	X		X	X	X					1605	27296721.00		112	1775940.00		4	4000.00				125	1328735.00						X	6327597.00	610655.00	483964.00	577750.00	434000.00	7389311.00	1044655.00			10275852.00	26442853.00	X								4136368.00	580787.00	586195.00	392380	0.00	0.00	254	880		31462.00	30483.00		4733.00	5611.00		3906.00	5005.00		107	466		22395.00	21445.00								2475	http://www.southwestern.edu/assistance/		19.00	2.00																				X		56.00	27257.00	3584.00	918.00	9.00	12.00	28576.00	28337.00	24944.00	20937.00	21347.00	18905.00	http://www.southwestern.edu/aid/types/index.php	353	205	198	14	4.00	9455.00	22	6.00	38761.00	23	7.00	32588.00
2018	13	8774																																													X		X													X						X	4	16				7	15	2.00													X	85	698.00	X			X	6	X	X		X	X	X																																																																									550																																																		
2018	13	8775	2018		26848712.00	872371.00	10094965.00	1708848.00	1905741.00	3407884.00	8278027.00	6785899.00			1977		1657	7379		1508		7162		290	730					355	1326			15297	3238	11947		2811	9284	9934.00	534	X	9224.00	9294.00	55.00	57.00	X											X							X	3	31	X	3	31							65.00	25714.00	X	X	X	X							X			X					X	X		X	X	X																							X	51370151.00	27705755.00	992174.00	0.00	0.00	52362325.00	27705755.00			12775002.00	47127445.00	X								3610093.00	6201686.00	5446572.00	8188615	922081.00	3513957.00	1943	9004		6204.00	5942.00		5259.00	6485.00		3314.00	4203.00		579	1811		2881.00	3302.00									http://www.missouristate.edu/FinancialAid/																			X			X	X	X	65.00	23286.00											http://www.missouristate.edu/FinancialAid/scholarships/default.htm	1526	995	985	0	0.00	0.00	0	0.00	0.00	144	9.00	18387.00
2018	13	8776																																													X																		X	3	31									4.00									X				X	63	2000.00	X					X	X		X	X	X																																																																																																																											
2018	13	8778	2016		3413850.00	325703.00	1749071.00			1602651.00	71174.00	1611227.00			281		196	887		234		1010		216	687					35	219			1898	446	1608		384	1243				8732.00	8996.00	49.00	49.00	X																		X	3	1	X	4	1							93.00	20234.00	X	X	X	X		X		X	private loans		X	112	2258.00	X			X	141	X	X		X	X	X					719	1522081.00		65	32825.00		6	2550.00				365	320374.00						X	4636488.00	8678254.00	272877.00	328384.00	507869.00	5237749.00	9186123.00			3539581.00	5234095.00	X									627147.00		546326		804580.00	281	1232		5747.00	5081.00		3917.00	4258.00		3433.00	3873.00		93	342		2292.00	2741.00								2262	http://www.smsu.edu/campuslife/financialaid		5.00	25.00																X		X	X	X		93.00	17364.00	1343.00	392.00	4.00	11.00	5439.00	4562.00	4439.00	2183.00	2336.00	2463.00		268	248	248	0	0.00	0.00	19	7.00	10825.00	40	15.00	12648.00
2018	13	8779																																													X												X	FAFSA		X						X	6	1															X				X	150	1250.00	X			X	75	X	X		X	X	X																																																																									1250																																																		
2018	13	8780	2018		54441161.00	84230.00	50480794.00	8000.00	2031418.00	7058665.00	1255741.00	4852743.00			3754		3085	13435		2862		13036		536	1383					817	3235			28019	5661	23924		5298	16852	28071.00	89	X	11616.00	12458.00	65.00	70.00	X										X								X	1	15	X	5	1						3.00	66.00	26568.00	X	X	X	X		X	X	X	short-term emergency loans		X	1783	3322.00	X			X	153	X	X		X	X	X					1214	4212728.00		468	1393087.00		66	107230.00				1648	7787750.00						X	84944368.00	26176763.00	5910763.00	499688.00		91354819.00	26176763.00			12003638.00	108209114.00	X								15244643.00	41447210.00	7551039.00	51891988	59362.00	3760200.00	3626	16263		8631.00	7404.00		3778.00	4444.00		3102.00	3965.00		243	713		4291.00	4056.00								3290	http://www.finaid.txstate.edu/		13.00	5.00								X			X	X	X			X			X	X	X	64.00	23568.00	0.00	2360.00	0.00	5.00	7482.00	6889.00	5613.00	3566.00	4502.00	3772.00	http://www.finaid.txstate.edu/scholarships.html	3032	1996	1931				142	5.00	25986.00	252	8.00	15199.00
2018	13	8781																																													X			X															X	5	30																						X	150	1140.00	X					X	X		X	X	X																																																																																																																											
2018	13	8782																																													X			X					X										X	4	15	X	6	1																			X			X					X	X		X	X	X																																																																																																																											
2018	13	8783	2004																															627	97								11500.00	11700.00	75.00	79.00	X								X										X	3	1	X	3	15						2.00			X				X		X				X			X			X		X	X		X	X	X																							X						3308027.00					5202825.00	X																										0	0		0.00	0.00									http://spalding.edu/admissions/scholarships-and-financial-aid/																																																	
2018	13	8784																																													X											X			X		8	30	X	6	30	X	2	28						2.00			X										X	80	1600.00	X			X	90	X	X		X	X	X																																																																									1600															X	X							X	X																										
2018	13	8785	2015																																												X								X										X	5	1	X	4	1						4.00					X	X							X	41	3020.00	X					X	X		X	X	X																																																																										http://www.sccsc.edu/FinancialAid											X		X		X	X			X		X		X	X													http://www.sccsc.edu/scholarship/												
2018	13	8786																																													X			X					X							X						X	2	1						2.00			X							X	alternative loans		X	23	4341.00	X					X	X																																																																																									X		X		X						X		X																										
